JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2433273.6,11.1,,,Vis.,KY,,,,,,,,V,,,,U ORI,,STD,,,,
2433274.6,10.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433274.7,10.7,,,Vis.,CR,,,,,,,,V,,,,U ORI,,STD,,,,
2433274.7,10.3,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433275.4,10.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433275.6,11.7,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433276.7,11.0,,,Vis.,L,,,,,,,,V,,,,U ORI,,STD,,,,
2433276.7,11.5,,,Vis.,LV,,,,,,,,V,,,,U ORI,,STD,,,,
2433277.9,11.0,,,Vis.,EC,,,,,,,,V,,,,U ORI,,STD,,,,
2433279.6,10.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433279.6,11.2,,,Vis.,H,,,,,,,,V,,,,U ORI,,STD,,,,
2433279.6,10.4,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433279.6,10.7,,,Vis.,LX,,,,,,,,V,,,,U ORI,,STD,,,,
2433279.6,11.1,,,Vis.,SI,,,,,,,,V,,,,U ORI,,STD,,,,
2433279.7,9.9,,,Vis.,BGD,,,,,,,,V,,,,U ORI,,STD,,,,
2433279.7,10.6,,,Vis.,CY,,,,,,,,V,,,,U ORI,,STD,,,,
2433288.31,<9.7,,,Vis.,DE,XM,,,,,,,V,,,,U ORI,,STD,,,,
2433289.3,10.2,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433290.3,10.4,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433290.6,9.8,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433290.6,10.3,,,Vis.,P,,,,,,,,V,,,,U ORI,,STD,,,,
2433290.6,10.0,,,Vis.,PC,,,,,,,,V,,,,U ORI,,STD,,,,
2433291.1,9.5,,,Vis.,CH,,,,,,,,V,,,,U ORI,,STD,,,,
2433291.6,9.0,,,Vis.,SS,,,,,,,,V,,,,U ORI,,STD,,,,
2433292.37,9.8,,,Vis.,DE,,,,,,,,V,,,,U ORI,,STD,,,,
2433293.6,9.5,,,Vis.,CY,,,,,,,,V,,,,U ORI,,STD,,,,
2433293.6,10.0,,,Vis.,ESV,,,,,,,,V,,,,U ORI,,STD,,,,
2433293.6,9.9,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433293.6,9.9,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433293.7,9.6,,,Vis.,BGD,,,,,,,,V,,,,U ORI,,STD,,,,
2433293.7,9.2,,,Vis.,PEW,,,,,,,,V,,,,U ORI,,STD,,,,
2433299.4,8.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433299.5,8.9,,,Vis.,H,,,,,,,,V,,,,U ORI,,STD,,,,
2433300.1,8.8,,,Vis.,CH,,,,,,,,V,,,,U ORI,,STD,,,,
2433300.4,8.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433300.6,8.0,,,Vis.,P,,,,,,,,V,,,,U ORI,,STD,,,,
2433301.6,8.4,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433301.6,8.8,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433302.3,8.5,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433304.3,8.5,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433304.3,7.9,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433304.5,8.1,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433305.4,7.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433305.6,8.5,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433305.9,8.0,,,Vis.,EC,,,,,,,,V,,,,U ORI,,STD,,,,
2433306.3,7.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433306.6,8.5,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433307.6,7.7,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433307.7,7.5,,,Vis.,CRD,,,,,,,,V,,,,U ORI,,STD,,,,
2433308.4,7.9,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433309.5,8.5,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433309.6,8.0,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433309.6,7.9,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433309.7,8.1,,,Vis.,BGD,,,,,,,,V,,,,U ORI,,STD,,,,
2433309.7,7.8,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433314.6,8.2,,,Vis.,ESV,,,,,,,,V,,,,U ORI,,STD,,,,
2433316.6,7.8,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433317.6,7.5,,,Vis.,AD,,,,,,,,V,,,,U ORI,,STD,,,,
2433317.6,7.8,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433317.6,8.1,,,Vis.,M38,,,,,,,,V,,,,U ORI,,STD,,,,
2433318.6,8.1,,,Vis.,OV,,,,,,,,V,,,,U ORI,,STD,,,,
2433318.7,7.5,,,Vis.,BGD,W,,,,,,,V,,,,U ORI,,STD,,,,
2433320.4,7.4,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433320.6,7.6,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433320.6,7.5,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433321.6,7.4,,,Vis.,LX,,,,,,,,V,,,,U ORI,,STD,,,,
2433321.6,7.3,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433322.3,7.5,,,Vis.,AN,,,,,,,,V,,,,U ORI,,STD,,,,
2433323.3,6.9,,,Vis.,L,,,,,,,,V,,,,U ORI,,STD,,,,
2433323.6,7.0,,,Vis.,PC,,,,,,,,V,,,,U ORI,,STD,,,,
2433324.6,7.5,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433324.7,7.7,,,Vis.,CR,,,,,,,,V,,,,U ORI,,STD,,,,
2433325.7,7.6,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433327.7,7.7,,,Vis.,TB,D,,,,,,,V,,,,U ORI,,STD,,,,
2433327.7,8.0,,,Vis.,TB,D,,,,,,,V,,,,U ORI,,STD,,,,
2433328.0,7.7,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433328.6,7.8,,,Vis.,ESV,,,,,,,,V,,,,U ORI,,STD,,,,
2433329.7,7.4,,,Vis.,BU,,,,,,,,V,,,,U ORI,,STD,,,,
2433330.3,6.9,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433330.6,7.6,,,Vis.,OV,,,,,,,,V,,,,U ORI,,STD,,,,
2433330.7,7.1,,,Vis.,BGD,W,,,,,,,V,,,,U ORI,,STD,,,,
2433331.3,6.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433331.36,7.4,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433331.39,7.6,,,Vis.,DE,,,,,,,,V,,,,U ORI,,STD,,,,
2433331.5,7.3,,,Vis.,H,,,,,,,,V,,,,U ORI,,STD,,,,
2433331.6,7.4,,,Vis.,FD,,,,,,,,V,,,,U ORI,,STD,,,,
2433331.6,7.6,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433331.7,7.6,,,Vis.,M38,,,,,,,,V,,,,U ORI,,STD,,,,
2433332.3,6.8,,,Vis.,L,,,,,,,,V,,,,U ORI,,STD,,,,
2433332.32,7.4,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433332.6,7.4,,,Vis.,AD,,,,,,,,V,,,,U ORI,,STD,,,,
2433332.6,7.4,,,Vis.,CA,,,,,,,,V,,,,U ORI,,STD,,,,
2433332.6,7.1,,,Vis.,CO,,,,,,,,V,,,,U ORI,,STD,,,,
2433332.6,7.6,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433333.5,6.8,,,Vis.,SS,,,,,,,,V,,,,U ORI,,STD,,,,
2433333.6,7.6,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433333.6,6.5,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433333.7,7.3,,,Vis.,TB,,,,,,,,V,,,,U ORI,,STD,,,,
2433334.0,7.8,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433335.3,6.6,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433335.3,7.4,,,Vis.,AN,,,,,,,,V,,,,U ORI,,STD,,,,
2433335.4,7.4,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433336.6,7.6,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433336.6,7.6,,,Vis.,OV,,,,,,,,V,,,,U ORI,,STD,,,,
2433337.0,7.4,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433337.6,6.9,,,Vis.,DVM,,,,,,,,V,,,,U ORI,,STD,,,,
2433337.6,7.0,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433339.6,7.5,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433340.6,7.5,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433340.7,7.0,,,Vis.,BGD,W,,,,,,,V,,,,U ORI,,STD,,,,
2433341.0,7.5,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433341.3,6.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433342.3,6.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433342.6,7.9,,,Vis.,AD,,,,,,,,V,,,,U ORI,,STD,,,,
2433342.6,6.7,,,Vis.,CY,,,,,,,,V,,,,U ORI,,STD,,,,
2433342.6,7.3,,,Vis.,H,,,,,,,,V,,,,U ORI,,STD,,,,
2433342.6,7.5,,,Vis.,HW,,,,,,,,V,,,,U ORI,,STD,,,,
2433344.3,7.1,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433344.6,7.0,,,Vis.,SWA,,,,,,,,V,,,,U ORI,,STD,,,,
2433345.7,7.3,,,Vis.,OBS,,,,,,,,V,,,,U ORI,,STD,,,,
2433346.3,7.1,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433346.3,7.4,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433346.6,7.3,,,Vis.,E5,,,,,,,,V,,,,U ORI,,STD,,,,
2433347.4,7.3,,,Vis.,AN,,,,,,,,V,,,,U ORI,,STD,,,,
2433347.4,7.4,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433347.5,7.2,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433347.6,6.9,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433347.6,7.6,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433347.6,7.7,,,Vis.,OV,,,,,,,,V,,,,U ORI,,STD,,,,
2433347.7,7.0,,,Vis.,BGD,W,,,,,,,V,,,,U ORI,,STD,,,,
2433347.7,6.7,,,Vis.,CRD,,,,,,,,V,,,,U ORI,,STD,,,,
2433348.3,6.9,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433348.3,7.4,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433349.28,7.0,,,Vis.,L,,,,,,,,V,,,,U ORI,,STD,,,,
2433349.3,7.4,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433350.2,7.0,,,Vis.,CH,,,,,,,,V,,,,U ORI,,STD,,,,
2433350.3,7.4,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433350.4,7.4,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433350.6,6.8,,,Vis.,P,,,,,,,,V,,,,U ORI,,STD,,,,
2433351.32,6.9,,,Vis.,CC,,,,,,,,V,,,,U ORI,,STD,,,,
2433351.39,6.8,,,Vis.,DE,,,,,,,,V,,,,U ORI,,STD,,,,
2433351.6,7.6,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433351.6,7.9,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433351.6,7.7,,,Vis.,M38,,,,,,,,V,,,,U ORI,,STD,,,,
2433351.6,8.0,,,Vis.,OV,,,,,,,,V,,,,U ORI,,STD,,,,
2433352.4,7.5,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433353.0,7.8,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433353.36,7.0,,,Vis.,DE,,,,,,,,V,,,,U ORI,,STD,,,,
2433353.5,7.0,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433354.6,7.0,,,Vis.,CO,,,,,,,,V,,,,U ORI,,STD,,,,
2433354.6,7.6,,,Vis.,OBS,,,,,,,,V,,,,U ORI,,STD,,,,
2433354.6,7.3,,,Vis.,PC,,,,,,,,V,,,,U ORI,,STD,,,,
2433355.6,8.1,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433355.6,7.6,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433355.6,8.0,,,Vis.,PB,,,,,,,,V,,,,U ORI,,STD,,,,
2433355.7,7.9,,,Vis.,BGD,W,,,,,,,V,,,,U ORI,,STD,,,,
2433356.3,7.3,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433356.4,7.5,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433357.1,7.0,,,Vis.,CH,,,,,,,,V,,,,U ORI,,STD,,,,
2433357.3,7.6,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433357.6,7.8,,,Vis.,AD,,,,,,,,V,,,,U ORI,,STD,,,,
2433357.8,7.6,,,Vis.,EC,,,,,,,,V,,,,U ORI,,STD,,,,
2433358.3,7.7,,,Vis.,AN,,,,,,,,V,,,,U ORI,,STD,,,,
2433358.6,7.6,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433359.35,7.4,,,Vis.,DE,,,,,,,,V,,,,U ORI,,STD,,,,
2433359.4,7.4,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433359.6,8.3,,,Vis.,M38,,,,,,,,V,,,,U ORI,,STD,,,,
2433360.5,7.9,,,Vis.,SS,,,,,,,,V,,,,U ORI,,STD,,,,
2433360.6,8.1,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433360.6,8.0,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433360.6,8.4,,,Vis.,OV,,,,,,,,V,,,,U ORI,,STD,,,,
2433361.0,8.0,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433361.3,7.8,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433362.4,7.6,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433362.6,7.4,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433363.3,7.4,,,Vis.,L,,,,,,,,V,,,,U ORI,,STD,,,,
2433363.3,7.6,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433364.3,7.6,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433365.6,8.2,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433366.6,8.2,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433367.3,7.7,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433367.5,7.6,,,Vis.,SS,,,,,,,,V,,,,U ORI,,STD,,,,
2433368.3,7.4,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433369.3,7.6,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433370.6,7.8,,,Vis.,LKJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433371.5,8.3,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433371.5,8.0,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433371.6,8.6,,,Vis.,OV,,,,,,,,V,,,,U ORI,,STD,,,,
2433371.9,7.4,,,Vis.,KH,,,,,,,,V,,,,U ORI,,STD,,,,
2433372.1,7.2,,,Vis.,CH,,,,,,,,V,,,,U ORI,,STD,,,,
2433372.4,7.8,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433372.5,8.0,,,Vis.,H,,,,,,,,V,,,,U ORI,,STD,,,,
2433372.7,7.7,,,Vis.,BGD,W,,,,,,,V,,,,U ORI,,STD,,,,
2433376.3,7.9,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433378.3,8.4,,,Vis.,AN,,,,,,,,V,,,,U ORI,,STD,,,,
2433378.4,8.0,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433378.6,8.3,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433378.6,8.1,,,Vis.,LV,,,,,,,,V,,,,U ORI,,STD,,,,
2433378.6,8.2,,,Vis.,OBS,,,,,,,,V,,,,U ORI,,STD,,,,
2433378.6,7.9,,,Vis.,PC,,,,,,,,V,,,,U ORI,,STD,,,,
2433379.0,8.1,,,Vis.,KH,,,,,,,,V,,,,U ORI,,STD,,,,
2433379.1,7.6,,,Vis.,CH,,,,,,,,V,,,,U ORI,,STD,,,,
2433379.3,7.9,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433379.6,8.0,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433379.9,8.4,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433381.0,8.1,,,Vis.,KH,,,,,,,,V,,,,U ORI,,STD,,,,
2433381.7,8.5,,,Vis.,BGD,,,,,,,,V,,,,U ORI,,STD,,,,
2433382.6,7.8,,,Vis.,FD,,,,,,,,V,,,,U ORI,,STD,,,,
2433382.6,8.0,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433382.6,8.5,,,Vis.,OBS,,,,,,,,V,,,,U ORI,,STD,,,,
2433383.3,8.4,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433385.28,8.5,,,Vis.,DE,,,,,,,,V,,,,U ORI,,STD,,,,
2433386.6,8.6,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433386.7,8.5,,,Vis.,CRD,,,,,,,,V,,,,U ORI,,STD,,,,
2433387.6,8.0,,,Vis.,P,,,,,,,,V,,,,U ORI,,STD,,,,
2433388.5,8.5,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433389.3,8.5,,,Vis.,AN,,,,,,,,V,,,,U ORI,,STD,,,,
2433389.4,8.5,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433391.6,8.7,,,Vis.,OBS,,,,,,,,V,,,,U ORI,,STD,,,,
2433392.9,8.3,,,Vis.,KH,,,,,,,,V,,,,U ORI,,STD,,,,
2433394.6,8.4,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433394.6,9.0,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433395.9,8.1,,,Vis.,KH,,,,,,,,V,,,,U ORI,,STD,,,,
2433398.6,8.5,,,Vis.,H,,,,,,,,V,,,,U ORI,,STD,,,,
2433398.6,8.6,,,Vis.,PEW,,,,,,,,V,,,,U ORI,,STD,,,,
2433400.3,8.3,,,Vis.,L,,,,,,,,V,,,,U ORI,,STD,,,,
2433401.5,8.8,,,Vis.,ESV,,,,,,,,V,,,,U ORI,,STD,,,,
2433403.3,8.7,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433404.6,8.4,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433405.6,8.8,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433422.5,9.2,,,Vis.,ESV,,,,,,,,V,,,,U ORI,,STD,,,,
2433503.6,11.6,,,Vis.,L,,,,,,,,V,,,,U ORI,,STD,,,,
2433504.9,11.2,,,Vis.,CR,,,,,,,,V,,,,U ORI,,STD,,,,
2433513.6,12.3,,,Vis.,L,,,,,,,,V,,,,U ORI,,STD,,,,
2433515.8,11.4,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433516.8,12.0,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433520.6,12.0,,,Vis.,L,,,,,,,,V,,,,U ORI,,STD,,,,
2433535.6,12.7,,,Vis.,L,,,,,,,,V,,,,U ORI,,STD,,,,
2433544.8,12.7,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433575.9,12.8,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433588.8,12.5,,,Vis.,EC,,,,,,,,V,,,,U ORI,,STD,,,,
2433591.9,12.6,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433600.6,12.4,,,Vis.,FD,,,,,,,,V,,,,U ORI,,STD,,,,
2433600.6,11.9,,,Vis.,H,,,,,,,,V,,,,U ORI,,STD,,,,
2433609.8,10.9,,,Vis.,LV,,,,,,,,V,,,,U ORI,,STD,,,,
2433613.7,11.6,,,Vis.,TB,,,,,,,,V,,,,U ORI,,STD,,,,
2433617.6,12.2,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433621.8,11.5,,,Vis.,UT,,,,,,,,V,,,,U ORI,,STD,,,,
2433622.0,10.8,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433625.6,10.2,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433625.7,10.5,,,Vis.,OU,,,,,,,,V,,,,U ORI,,STD,,,,
2433627.7,11.0,,,Vis.,TB,,,,,,,,V,,,,U ORI,,STD,,,,
2433631.7,11.4,,,Vis.,LV,,,,,,,,V,,,,U ORI,,STD,,,,
2433634.0,10.8,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433634.6,11.4,,,Vis.,H,,,,,,,,V,,,,U ORI,,STD,,,,
2433642.9,11.0,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433643.7,10.9,,,Vis.,GBW,,,,,,,,V,,,,U ORI,,STD,,,,
2433644.6,11.0,,,Vis.,RCJ,,,,,,,,V,,,,U ORI,,STD,,,,
2433645.7,11.0,,,Vis.,EC,,,,,,,,V,,,,U ORI,,STD,,,,
2433646.6,9.7,,,Vis.,ESV,,,,,,,,V,,,,U ORI,,STD,,,,
2433647.7,10.7,,,Vis.,BGD,,,,,,,,V,,,,U ORI,,STD,,,,
2433648.6,10.6,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433651.6,10.9,,,Vis.,H,,,,,,,,V,,,,U ORI,,STD,,,,
2433651.958,10.2,,,Vis.,HH,,,,,,,,V,,,,U ORI,,STD,,,,
2433652.6,10.4,,,Vis.,GBW,,,,,,,,V,,,,U ORI,,STD,,,,
2433653.8,10.4,,,Vis.,LV,,,,,,,,V,,,,U ORI,,STD,,,,
2433654.6,10.7,,,Vis.,MY,,,,,,,,V,,,,U ORI,,STD,,,,
2433656.46,10.9,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433657.6,10.4,,,Vis.,KY,,,,,,,,V,,,,U ORI,,STD,,,,
2433658.7,9.8,,,Vis.,ESV,,,,,,,,V,,,,U ORI,,STD,,,,
2433659.6,10.0,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433661.34,10.1,,,Vis.,LU,,,,,,,,V,,,,U ORI,,STD,,,,
2433663.8,9.5,,,Vis.,CR,,,,,,,,V,,,,U ORI,,STD,,,,
2433670.6,8.9,,,Vis.,GBW,M,,,,,,,V,,,,U ORI,,STD,,,,
2433671.6,8.7,,,Vis.,CR,,,,,,,,V,,,,U ORI,,STD,,,,
2433673.6,9.0,,,Vis.,PQ,,,,,,,,V,,,,U ORI,,STD,,,,
2433674.6,8.8,,,Vis.,ESV,,,,,,,,V,,,,U ORI,,STD,,,,
2433674.6,8.7,,,Vis.,OU,,,,,,,,V,,,,U ORI,,STD,,,,
2433674.6,8.4,,,Vis.,PB,,,,,,,,V,,,,U ORI,,STD,,,,
2433675.9,9.0,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433677.6,8.3,,,Vis.,OU,,,,,,,,V,,,,U ORI,,STD,,,,
2433678.8,8.6,,,Vis.,EC,,,,,,,,V,,,,U ORI,,STD,,,,
2433679.7,7.9,,,Vis.,GBW,,,,,,,,V,,,,U ORI,,STD,,,,
2433680.8,8.6,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433681.0,8.2,,,Vis.,CH,,,,,,,,V,,,,U ORI,,STD,,,,
2433681.3,8.1,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433681.6,8.5,,,Vis.,ESV,,,,,,,,V,,,,U ORI,,STD,,,,
2433682.3,8.1,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433683.6,7.9,,,Vis.,FE,,,,,,,,V,,,,U ORI,,STD,,,,
2433683.6,8.4,,,Vis.,GRM,,,,,,,,V,,,,U ORI,,STD,,,,
2433683.6,8.3,,,Vis.,H,,,,,,,,V,,,,U ORI,,STD,,,,
2433683.6,7.8,,,Vis.,WHS,C,,,,,,,V,,,,U ORI,,STD,,,,
2433683.7,8.4,,,Vis.,MTG,,,,,,,,V,,,,U ORI,,STD,,,,
2433683.9,8.4,,,Vis.,YM,,,,,,,,V,,,,U ORI,,STD,,,,
2433684.2,8.3,,,Vis.,BEC,,,,,,,,V,,,,U ORI,,STD,,,,
2433684.3,8.0,,,Vis.,SD,,,,,,,,V,,,,U ORI,,STD,,,,
2433685.31,7.8,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433686.3,7.7,,,Vis.,AN,,,,,,,,V,,,,U ORI,,STD,,,,
2433686.6,8.0,,,Vis.,OV,,,,,,,,V,,,,U ORI,,STD,,,,
2433687.29,7.7,,,Vis.,PEH,,,,,,,,V,,,,U ORI,,STD,,,,
2433687.3,7.9,,,Vis.,BEC,,,,,,,,V,,,,U ORI,,STD,,,,
2433687.3,7.9,,,Vis.,SD,,,,,,,,V,,,,U ORI,,STD,,,,
2433687.4,7.7,,,Vis.,AH,,,,,,,,V,,,,U ORI,,STD,,,,
2433687.5,8.1,,,Vis.,KS,,,,,,,,V,,,,U ORI,,STD,,,,
2433687.6,7.7,,,Vis.,MWA,,,,,,,,V,,,,U ORI,,STD,,,,
